Club,Elo,Fecha
Hellas Verona,1587.00549316,2024-01-27
Sheffield Utd,1585.45910645,2024-01-27
Granada,1568.61157227,2024-01-27
Clermont Foot,1567.04870605,2024-01-27
Le Havre,1562.08422852,2024-01-27
Salernitana,1560.64916992,2024-01-27
Cagliari,1559.53527832,2024-01-27
Lorient,1545.23156738,2024-01-27
Metz,1544.8996582,2024-01-27
Nantes,1544.64294434,2024-01-27
Almería,1539.80773926,2024-01-27
Darmstadt 98,1535.14453125,2024-01-27
Manchester City,2045.65881348,2024-01-28
Real Madrid,1972.28674316,2024-01-28
Bayern Munich,1952.41455078,2024-01-28
Liverpool,1951.71911621,2024-01-28
Inter,1940.27954102,2024-01-28
Arsenal,1916.80566406,2024-01-28
Paris S-G,1881.8013916,2024-01-28
Atlético Madrid,1865.13330078,2024-01-28
Leverkusen,1863.04260254,2024-01-28
Juventus,1855.20031738,2024-01-28
Dortmund,1853.30761719,2024-01-28
Barcelona,1853.25793457,2024-01-28
Aston Villa,1851.99084473,2024-01-28
Milan,1839.74255371,2024-01-28
Tottenham,1837.90356445,2024-01-28
Brighton,1818.07800293,2024-01-28
Real Sociedad,1813.53613281,2024-01-28
Napoli,1811.75231934,2024-01-28
RB Leipzig,1808.37939453,2024-01-28
West Ham,1803.12683105,2024-01-28
Girona,1794.37731934,2024-01-28
Newcastle Utd,1794.07983398,2024-01-28
Manchester Utd,1787.66223145,2024-01-28
Chelsea,1782.65185547,2024-01-28
Atalanta,1780.66833496,2024-01-28
Athletic Club,1772.40673828,2024-01-28
Lazio,1772.29516602,2024-01-28
Roma,1764.29736328,2024-01-28
Fiorentina,1748.97021484,2024-01-28
Lens,1747.85083008,2024-01-28
Brentford,1745.7833252,2024-01-28
Wolves,1742.62402344,2024-01-28
Marseille,1733.60266113,2024-01-28
Betis,1731.24377441,2024-01-28
Lille,1729.11901855,2024-01-28
Bologna,1723.64685059,2024-01-28
Everton,1723.22888184,2024-01-28
Eint Frankfurt,1720.60021973,2024-01-28
Stuttgart,1719.99328613,2024-01-28
Crystal Palace,1717.00976562,2024-01-28
Nice,1715.70397949,2024-01-28
Torino,1713.82556152,2024-01-28
Rennes,1713.68408203,2024-01-28
Valencia,1712.65112305,2024-01-28
Fulham,1712.23754883,2024-01-28
Freiburg,1709.15258789,2024-01-28
Villarreal,1708.37219238,2024-01-28
Bournemouth,1704.14782715,2024-01-28
Monaco,1702.34411621,2024-01-28
Wolfsburg,1671.42004395,2024-01-28
Brest,1671.26647949,2024-01-28
Gladbach,1670.76721191,2024-01-28
Getafe,1670.35986328,2024-01-28
Nott'ham Forest,1665.01501465,2024-01-28
Sevilla,1662.42272949,2024-01-28
Osasuna,1660.07836914,2024-01-28
Hoffenheim,1654.34558105,2024-01-28
Reims,1653.56140137,2024-01-28
Union Berlin,1651.99047852,2024-01-28
Las Palmas,1651.12585449,2024-01-28
Monza,1649.61010742,2024-01-28
Burnley,1647.2545166,2024-01-28
Rayo Vallecano,1646.35852051,2024-01-28
Werder Bremen,1643.92932129,2024-01-28
Mallorca,1637.64941406,2024-01-28
Udinese,1636.74487305,2024-01-28
Strasbourg,1636.72521973,2024-01-28
Genoa,1632.92590332,2024-01-28
Celta Vigo,1632.82836914,2024-01-28
Lyon,1631.82312012,2024-01-28
Mainz 05,1630.91223145,2024-01-28
Alavés,1629.90112305,2024-01-28
Sassuolo,1627.01147461,2024-01-28
Bochum,1623.8425293,2024-01-28
Montpellier,1623.35974121,2024-01-28
Augsburg,1611.36694336,2024-01-28
Köln,1608.49804688,2024-01-28
Luton Town,1607.40991211,2024-01-28
Toulouse,1603.46191406,2024-01-28
Heidenheim,1601.16589355,2024-01-28
Empoli,1596.63452148,2024-01-28
Cádiz,1596.62597656,2024-01-28
Lecce,1595.33166504,2024-01-28
Frosinone,1591.8692627,2024-01-28
Hellas Verona,1587.00549316,2024-01-28
Sheffield Utd,1585.45910645,2024-01-28
Granada,1568.61157227,2024-01-28
Clermont Foot,1567.04870605,2024-01-28
Le Havre,1562.08422852,2024-01-28
Salernitana,1560.64916992,2024-01-28
Cagliari,1559.53527832,2024-01-28
Lorient,1545.23156738,2024-01-28
Nantes,1544.64294434,2024-01-28
Metz,1541.5690918,2024-01-28
Almería,1539.80773926,2024-01-28
Darmstadt 98,1535.14453125,2024-01-28
Manchester City,2045.65881348,2024-01-29
Real Madrid,1972.28674316,2024-01-29
Bayern Munich,1952.41455078,2024-01-29
Liverpool,1951.71911621,2024-01-29
Inter,1945.0090332,2024-01-29
Arsenal,1916.80566406,2024-01-29
Paris S-G,1875.48608398,2024-01-29
Atlético Madrid,1869.52685547,2024-01-29
Leverkusen,1863.04260254,2024-01-29
Dortmund,1856.18579102,2024-01-29
Juventus,1855.20031738,2024-01-29
Barcelona,1853.25793457,2024-01-29
Aston Villa,1851.99084473,2024-01-29
Milan,1839.74255371,2024-01-29
Tottenham,1837.90356445,2024-01-29
Brighton,1818.07800293,2024-01-29
Real Sociedad,1813.53613281,2024-01-29
Napoli,1812.22912598,2024-01-29
RB Leipzig,1808.37939453,2024-01-29
West Ham,1803.12683105,2024-01-29
Girona,1799.96337891,2024-01-29
Newcastle Utd,1794.07983398,2024-01-29
Manchester Utd,1787.66223145,2024-01-29
Chelsea,1782.65185547,2024-01-29
Atalanta,1780.66833496,2024-01-29
Lazio,1771.81835938,2024-01-29
Athletic Club,1769.46875,2024-01-29
Roma,1764.29736328,2024-01-29
Lens,1755.81152344,2024-01-29
Brentford,1745.7833252,2024-01-29
Fiorentina,1744.24072266,2024-01-29
Wolves,1742.62402344,2024-01-29
Marseille,1733.60266113,2024-01-29
Betis,1731.24377441,2024-01-29
Lille,1727.47009277,2024-01-29
Bologna,1723.64685059,2024-01-29
Everton,1723.22888184,2024-01-29
Eint Frankfurt,1720.60021973,2024-01-29
Stuttgart,1719.99328613,2024-01-29
Crystal Palace,1717.00976562,2024-01-29
Nice,1715.70397949,2024-01-29
Torino,1713.82556152,2024-01-29
Rennes,1713.68408203,2024-01-29
Fulham,1712.23754883,2024-01-29
Freiburg,1709.15258789,2024-01-29
Villarreal,1708.37219238,2024-01-29
Valencia,1708.25756836,2024-01-29
Bournemouth,1704.14782715,2024-01-29
Monaco,1702.34411621,2024-01-29
Brest,1677.58178711,2024-01-29
Wolfsburg,1671.42004395,2024-01-29
Gladbach,1670.76721191,2024-01-29
Getafe,1670.35986328,2024-01-29
Nott'ham Forest,1665.01501465,2024-01-29
Osasuna,1662.14758301,2024-01-29
Sevilla,1660.35351562,2024-01-29
Union Berlin,1655.74499512,2024-01-29
Monza,1655.56555176,2024-01-29
Hoffenheim,1654.34558105,2024-01-29
Las Palmas,1651.12585449,2024-01-29
Reims,1649.33032227,2024-01-29
Burnley,1647.2545166,2024-01-29
Rayo Vallecano,1646.35852051,2024-01-29
Werder Bremen,1643.92932129,2024-01-29
Genoa,1638.76025391,2024-01-29
Mallorca,1637.64941406,2024-01-29
Udinese,1636.74487305,2024-01-29
Strasbourg,1636.1003418,2024-01-29
Lyon,1631.82312012,2024-01-29
Mainz 05,1630.91223145,2024-01-29
Alavés,1629.90112305,2024-01-29
Celta Vigo,1627.24243164,2024-01-29
Montpellier,1625.00878906,2024-01-29
Sassuolo,1621.05615234,2024-01-29
Bochum,1620.96447754,2024-01-29
Augsburg,1611.36694336,2024-01-29
Köln,1608.49804688,2024-01-29
Luton Town,1607.40991211,2024-01-29
Heidenheim,1601.16589355,2024-01-29
Cádiz,1599.56396484,2024-01-29
Empoli,1596.63452148,2024-01-29
Toulouse,1595.5012207,2024-01-29
Frosinone,1593.33166504,2024-01-29
Lecce,1589.49743652,2024-01-29
Hellas Verona,1585.54309082,2024-01-29
Sheffield Utd,1585.45910645,2024-01-29
Granada,1568.61157227,2024-01-29
Clermont Foot,1567.67346191,2024-01-29
Le Havre,1562.97668457,2024-01-29
Salernitana,1560.64916992,2024-01-29
Cagliari,1559.53527832,2024-01-29
Nantes,1548.87402344,2024-01-29
Lorient,1544.3392334,2024-01-29
Metz,1541.5690918,2024-01-29
Almería,1539.80773926,2024-01-29
Darmstadt 98,1531.39001465,2024-01-29
Manchester City,2045.65881348,2024-01-31
Real Madrid,1972.28674316,2024-01-31
Bayern Munich,1952.41455078,2024-01-31
Liverpool,1951.71911621,2024-01-31
Inter,1945.0090332,2024-01-31
Arsenal,1920.33898926,2024-01-31
Paris S-G,1875.48608398,2024-01-31
Atlético Madrid,1869.52685547,2024-01-31
Leverkusen,1863.04260254,2024-01-31
Dortmund,1856.18579102,2024-01-31
Juventus,1855.20031738,2024-01-31
Barcelona,1853.25793457,2024-01-31
Milan,1839.74255371,2024-01-31
Tottenham,1837.90356445,2024-01-31
Aston Villa,1836.55615234,2024-01-31
Real Sociedad,1813.53613281,2024-01-31
Napoli,1812.22912598,2024-01-31
Newcastle Utd,1809.5144043,2024-01-31
RB Leipzig,1808.37939453,2024-01-31
West Ham,1803.12683105,2024-01-31
Girona,1799.96337891,2024-01-31
Brighton,1794.05517578,2024-01-31
Manchester Utd,1787.66223145,2024-01-31
Chelsea,1782.65185547,2024-01-31
Atalanta,1780.66833496,2024-01-31
Lazio,1771.81835938,2024-01-31
Athletic Club,1769.46875,2024-01-31
Roma,1768.76062012,2024-01-31
Lens,1755.81152344,2024-01-31
Brentford,1745.7833252,2024-01-31
Fiorentina,1744.24072266,2024-01-31
Wolves,1742.62402344,2024-01-31
Marseille,1733.60266113,2024-01-31
Betis,1731.24377441,2024-01-31
Lille,1727.47009277,2024-01-31
Everton,1724.5592041,2024-01-31
Bologna,1723.64685059,2024-01-31
Crystal Palace,1720.74365234,2024-01-31
Eint Frankfurt,1720.60021973,2024-01-31
Stuttgart,1719.99328613,2024-01-31
Nice,1715.70397949,2024-01-31
Torino,1713.82556152,2024-01-31
Rennes,1713.68408203,2024-01-31
Fulham,1710.90722656,2024-01-31
Freiburg,1709.15258789,2024-01-31
Villarreal,1708.37219238,2024-01-31
Valencia,1708.25756836,2024-01-31
Bournemouth,1704.14782715,2024-01-31
Monaco,1702.34411621,2024-01-31
Brest,1677.58178711,2024-01-31
Getafe,1676.14025879,2024-01-31
Wolfsburg,1671.42004395,2024-01-31
Gladbach,1670.76721191,2024-01-31
Osasuna,1662.14758301,2024-01-31
Nott'ham Forest,1661.48181152,2024-01-31
Sevilla,1660.35351562,2024-01-31
Union Berlin,1655.74499512,2024-01-31
Monza,1655.56555176,2024-01-31
Hoffenheim,1654.34558105,2024-01-31
Las Palmas,1651.12585449,2024-01-31
Reims,1649.33032227,2024-01-31
Burnley,1647.2545166,2024-01-31
Rayo Vallecano,1646.35852051,2024-01-31
Werder Bremen,1643.92932129,2024-01-31
Genoa,1638.76025391,2024-01-31
Mallorca,1637.64941406,2024-01-31
Udinese,1636.74487305,2024-01-31
Strasbourg,1636.1003418,2024-01-31
Lyon,1631.82312012,2024-01-31
Luton Town,1631.43273926,2024-01-31
Mainz 05,1630.91223145,2024-01-31
Alavés,1629.90112305,2024-01-31
Celta Vigo,1627.24243164,2024-01-31
Montpellier,1625.00878906,2024-01-31
Sassuolo,1621.05615234,2024-01-31
Bochum,1620.96447754,2024-01-31
Augsburg,1611.36694336,2024-01-31
Köln,1608.49804688,2024-01-31
Heidenheim,1601.16589355,2024-01-31
Cádiz,1599.56396484,2024-01-31
Empoli,1596.63452148,2024-01-31
Toulouse,1595.5012207,2024-01-31
Frosinone,1593.33166504,2024-01-31
Lecce,1589.49743652,2024-01-31
Hellas Verona,1585.54309082,2024-01-31
Sheffield Utd,1581.72521973,2024-01-31
Clermont Foot,1567.67346191,2024-01-31
Le Havre,1562.97668457,2024-01-31
Granada,1562.83117676,2024-01-31
Cagliari,1559.53527832,2024-01-31
Salernitana,1556.18591309,2024-01-31
Nantes,1548.87402344,2024-01-31
Lorient,1544.3392334,2024-01-31
Metz,1541.5690918,2024-01-31
Almería,1539.80773926,2024-01-31
Darmstadt 98,1531.39001465,2024-01-31
Manchester City,2046.83496094,2024-02-01
Real Madrid,1972.28674316,2024-02-01
Liverpool,1956.93505859,2024-02-01
Bayern Munich,1952.41455078,2024-02-01
Inter,1945.0090332,2024-02-01
Arsenal,1920.33898926,2024-02-01
Paris S-G,1875.48608398,2024-02-01
Atlético Madrid,1871.6887207,2024-02-01
Leverkusen,1863.04260254,2024-02-01
Dortmund,1856.18579102,2024-02-01
Barcelona,1855.79150391,2024-02-01
Juventus,1855.20031738,2024-02-01
Tottenham,1842.14758301,2024-02-01
Milan,1839.74255371,2024-02-01
Aston Villa,1836.55615234,2024-02-01
Real Sociedad,1813.53613281,2024-02-01
Napoli,1812.22912598,2024-02-01
Newcastle Utd,1809.5144043,2024-02-01
RB Leipzig,1808.37939453,2024-02-01
West Ham,1803.12683105,2024-02-01
Girona,1799.96337891,2024-02-01
Brighton,1794.05517578,2024-02-01
Manchester Utd,1787.66223145,2024-02-01
Atalanta,1780.66833496,2024-02-01
Chelsea,1777.43603516,2024-02-01
Lazio,1771.81835938,2024-02-01
Athletic Club,1769.46875,2024-02-01
Roma,1768.76062012,2024-02-01
Lens,1755.81152344,2024-02-01
Fiorentina,1744.24072266,2024-02-01
Wolves,1742.62402344,2024-02-01
Brentford,1741.53930664,2024-02-01
Marseille,1733.60266113,2024-02-01
Betis,1731.24377441,2024-02-01
Lille,1727.47009277,2024-02-01
Everton,1724.5592041,2024-02-01
Bologna,1723.64685059,2024-02-01
Crystal Palace,1720.74365234,2024-02-01
Eint Frankfurt,1720.60021973,2024-02-01
Stuttgart,1719.99328613,2024-02-01
Nice,1715.70397949,2024-02-01
Torino,1713.82556152,2024-02-01
Rennes,1713.68408203,2024-02-01
Fulham,1710.90722656,2024-02-01
Freiburg,1709.15258789,2024-02-01
Villarreal,1708.37219238,2024-02-01
Valencia,1708.25756836,2024-02-01
Bournemouth,1704.14782715,2024-02-01
Monaco,1702.34411621,2024-02-01
Brest,1677.58178711,2024-02-01
Getafe,1676.14025879,2024-02-01
Wolfsburg,1671.42004395,2024-02-01
Gladbach,1670.76721191,2024-02-01
Nott'ham Forest,1661.48181152,2024-02-01
Sevilla,1660.35351562,2024-02-01
Osasuna,1659.61401367,2024-02-01
Union Berlin,1655.74499512,2024-02-01
Monza,1655.56555176,2024-02-01
Hoffenheim,1654.34558105,2024-02-01
Las Palmas,1651.12585449,2024-02-01
Reims,1649.33032227,2024-02-01
Burnley,1646.07824707,2024-02-01
Rayo Vallecano,1644.1965332,2024-02-01
Werder Bremen,1643.92932129,2024-02-01
Genoa,1638.76025391,2024-02-01
Mallorca,1637.64941406,2024-02-01
Udinese,1636.74487305,2024-02-01
Strasbourg,1636.1003418,2024-02-01
Lyon,1631.82312012,2024-02-01
Luton Town,1631.43273926,2024-02-01
Mainz 05,1630.91223145,2024-02-01
Alavés,1629.90112305,2024-02-01
Celta Vigo,1627.24243164,2024-02-01
Montpellier,1625.00878906,2024-02-01
Sassuolo,1621.05615234,2024-02-01
Bochum,1620.96447754,2024-02-01
Augsburg,1611.36694336,2024-02-01
Köln,1608.49804688,2024-02-01
Heidenheim,1601.16589355,2024-02-01
Cádiz,1599.56396484,2024-02-01
Empoli,1596.63452148,2024-02-01
Toulouse,1595.5012207,2024-02-01
Frosinone,1593.33166504,2024-02-01
Lecce,1589.49743652,2024-02-01
Hellas Verona,1585.54309082,2024-02-01
Sheffield Utd,1581.72521973,2024-02-01
Clermont Foot,1567.67346191,2024-02-01
Le Havre,1562.97668457,2024-02-01
Granada,1562.83117676,2024-02-01
Cagliari,1559.53527832,2024-02-01
Salernitana,1556.18591309,2024-02-01
Nantes,1548.87402344,2024-02-01
Lorient,1544.3392334,2024-02-01
Metz,1541.5690918,2024-02-01
Almería,1539.80773926,2024-02-01
Darmstadt 98,1531.39001465,2024-02-01
Manchester City,2046.83496094,2024-02-02
Real Madrid,1976.69592285,2024-02-02
Liverpool,1956.93505859,2024-02-02
Bayern Munich,1952.41455078,2024-02-02
Inter,1945.0090332,2024-02-02
Arsenal,1920.33898926,2024-02-02
Paris S-G,1875.48608398,2024-02-02
Atlético Madrid,1871.6887207,2024-02-02
Leverkusen,1863.04260254,2024-02-02
Dortmund,1856.18579102,2024-02-02
Barcelona,1855.79150391,2024-02-02
Juventus,1855.20031738,2024-02-02
Tottenham,1842.14758301,2024-02-02
Milan,1839.74255371,2024-02-02
Aston Villa,1836.55615234,2024-02-02
Real Sociedad,1813.53613281,2024-02-02
Napoli,1812.22912598,2024-02-02
Newcastle Utd,1809.5144043,2024-02-02
RB Leipzig,1808.37939453,2024-02-02
Girona,1799.96337891,2024-02-02
West Ham,1798.87097168,2024-02-02
Manchester Utd,1796.1373291,2024-02-02
Brighton,1794.05517578,2024-02-02
Atalanta,1780.66833496,2024-02-02
Chelsea,1777.43603516,2024-02-02
Lazio,1771.81835938,2024-02-02
Athletic Club,1769.46875,2024-02-02
Roma,1768.76062012,2024-02-02
Lens,1755.81152344,2024-02-02
Fiorentina,1744.24072266,2024-02-02
Brentford,1741.53930664,2024-02-02
Wolves,1734.14880371,2024-02-02
Marseille,1733.60266113,2024-02-02
Betis,1731.24377441,2024-02-02
Lille,1727.47009277,2024-02-02
Everton,1724.5592041,2024-02-02
Bologna,1723.64685059,2024-02-02
Crystal Palace,1720.74365234,2024-02-02
Eint Frankfurt,1720.60021973,2024-02-02
Stuttgart,1719.99328613,2024-02-02
Nice,1715.70397949,2024-02-02
Torino,1713.82556152,2024-02-02
Rennes,1713.68408203,2024-02-02
Fulham,1710.90722656,2024-02-02
Freiburg,1709.15258789,2024-02-02
Bournemouth,1708.40380859,2024-02-02
Villarreal,1708.37219238,2024-02-02
Valencia,1708.25756836,2024-02-02
Monaco,1702.34411621,2024-02-02
Brest,1677.58178711,2024-02-02
Getafe,1671.7310791,2024-02-02
Wolfsburg,1671.42004395,2024-02-02
Gladbach,1670.76721191,2024-02-02
Nott'ham Forest,1661.48181152,2024-02-02
Sevilla,1660.35351562,2024-02-02
Osasuna,1659.61401367,2024-02-02
Union Berlin,1655.74499512,2024-02-02
Monza,1655.56555176,2024-02-02
Hoffenheim,1654.34558105,2024-02-02
Las Palmas,1651.12585449,2024-02-02
Reims,1649.33032227,2024-02-02
Burnley,1646.07824707,2024-02-02
Rayo Vallecano,1644.1965332,2024-02-02
Werder Bremen,1643.92932129,2024-02-02
Genoa,1638.76025391,2024-02-02
Mallorca,1637.64941406,2024-02-02
Udinese,1636.74487305,2024-02-02
Strasbourg,1636.1003418,2024-02-02
Lyon,1631.82312012,2024-02-02
Luton Town,1631.43273926,2024-02-02
Mainz 05,1630.91223145,2024-02-02
Alavés,1629.90112305,2024-02-02
Celta Vigo,1627.24243164,2024-02-02
Montpellier,1625.00878906,2024-02-02
Sassuolo,1621.05615234,2024-02-02
Bochum,1620.96447754,2024-02-02
Augsburg,1611.36694336,2024-02-02
Köln,1608.49804688,2024-02-02
Heidenheim,1601.16589355,2024-02-02
Cádiz,1599.56396484,2024-02-02
Empoli,1596.63452148,2024-02-02
Toulouse,1595.5012207,2024-02-02
Frosinone,1593.33166504,2024-02-02
Lecce,1589.49743652,2024-02-02
Hellas Verona,1585.54309082,2024-02-02
Sheffield Utd,1581.72521973,2024-02-02
Clermont Foot,1567.67346191,2024-02-02
Le Havre,1562.97668457,2024-02-02
Granada,1562.83117676,2024-02-02
Cagliari,1559.53527832,2024-02-02
Salernitana,1556.18591309,2024-02-02
Nantes,1548.87402344,2024-02-02
Lorient,1544.3392334,2024-02-02
Metz,1541.5690918,2024-02-02
Almería,1539.80773926,2024-02-02
Darmstadt 98,1531.39001465,2024-02-02
Manchester City,2046.83496094,2024-02-03
Real Madrid,1976.69592285,2024-02-03
Liverpool,1956.93505859,2024-02-03
Bayern Munich,1952.41455078,2024-02-03
Inter,1945.0090332,2024-02-03
Arsenal,1920.33898926,2024-02-03
Paris S-G,1879.05541992,2024-02-03
Atlético Madrid,1871.6887207,2024-02-03
Leverkusen,1863.04260254,2024-02-03
Barcelona,1855.79150391,2024-02-03
Juventus,1855.20031738,2024-02-03
Dortmund,1851.3046875,2024-02-03
Tottenham,1842.14758301,2024-02-03
Milan,1839.74255371,2024-02-03
Aston Villa,1836.55615234,2024-02-03
Real Sociedad,1813.53613281,2024-02-03
Napoli,1812.22912598,2024-02-03
Newcastle Utd,1809.5144043,2024-02-03
RB Leipzig,1808.37939453,2024-02-03
Girona,1799.96337891,2024-02-03
West Ham,1798.87097168,2024-02-03
Manchester Utd,1796.1373291,2024-02-03
Brighton,1794.05517578,2024-02-03
Atalanta,1780.66833496,2024-02-03
Chelsea,1777.43603516,2024-02-03
Athletic Club,1776.56896973,2024-02-03
Lazio,1771.81835938,2024-02-03
Roma,1768.76062012,2024-02-03
Lens,1755.81152344,2024-02-03
Brentford,1741.53930664,2024-02-03
Wolves,1734.14880371,2024-02-03
Marseille,1733.60266113,2024-02-03
Fiorentina,1733.48364258,2024-02-03
Betis,1731.24377441,2024-02-03
Lille,1727.47009277,2024-02-03
Everton,1724.5592041,2024-02-03
Bologna,1723.64685059,2024-02-03
Crystal Palace,1720.74365234,2024-02-03
Eint Frankfurt,1720.60021973,2024-02-03
Stuttgart,1719.99328613,2024-02-03
Nice,1715.70397949,2024-02-03
Torino,1713.82556152,2024-02-03
Rennes,1713.68408203,2024-02-03
Fulham,1710.90722656,2024-02-03
Freiburg,1709.15258789,2024-02-03
Bournemouth,1708.40380859,2024-02-03
Villarreal,1708.37219238,2024-02-03
Valencia,1708.25756836,2024-02-03
Monaco,1702.34411621,2024-02-03
Brest,1677.58178711,2024-02-03
Getafe,1671.7310791,2024-02-03
Wolfsburg,1671.42004395,2024-02-03
Gladbach,1670.76721191,2024-02-03
Nott'ham Forest,1661.48181152,2024-02-03
Sevilla,1660.35351562,2024-02-03
Osasuna,1659.61401367,2024-02-03
Union Berlin,1655.74499512,2024-02-03
Monza,1655.56555176,2024-02-03
Hoffenheim,1654.34558105,2024-02-03
Las Palmas,1651.12585449,2024-02-03
Reims,1649.33032227,2024-02-03
Burnley,1646.07824707,2024-02-03
Rayo Vallecano,1644.1965332,2024-02-03
Werder Bremen,1643.92932129,2024-02-03
Genoa,1638.76025391,2024-02-03
Udinese,1636.74487305,2024-02-03
Strasbourg,1632.53100586,2024-02-03
Lyon,1631.82312012,2024-02-03
Luton Town,1631.43273926,2024-02-03
Mainz 05,1630.91223145,2024-02-03
Mallorca,1630.54907227,2024-02-03
Alavés,1629.90112305,2024-02-03
Celta Vigo,1627.24243164,2024-02-03
Montpellier,1625.00878906,2024-02-03
Sassuolo,1621.05615234,2024-02-03
Bochum,1620.96447754,2024-02-03
Augsburg,1611.36694336,2024-02-03
Köln,1608.49804688,2024-02-03
Heidenheim,1606.046875,2024-02-03
Lecce,1600.25439453,2024-02-03
Cádiz,1599.56396484,2024-02-03
Empoli,1596.63452148,2024-02-03
Toulouse,1595.5012207,2024-02-03
Frosinone,1593.33166504,2024-02-03
Hellas Verona,1585.54309082,2024-02-03
Sheffield Utd,1581.72521973,2024-02-03
Clermont Foot,1567.67346191,2024-02-03
Le Havre,1562.97668457,2024-02-03
Granada,1562.83117676,2024-02-03
Cagliari,1559.53527832,2024-02-03
Salernitana,1556.18591309,2024-02-03
Nantes,1548.87402344,2024-02-03
Lorient,1544.3392334,2024-02-03
Metz,1541.5690918,2024-02-03
Almería,1539.80773926,2024-02-03
Darmstadt 98,1531.39001465,2024-02-03
Manchester City,2046.83496094,2024-02-04
Real Madrid,1976.69592285,2024-02-04
Liverpool,1956.93505859,2024-02-04
Bayern Munich,1954.51464844,2024-02-04
Inter,1945.0090332,2024-02-04
Arsenal,1920.33898926,2024-02-04
Paris S-G,1879.05541992,2024-02-04
Atlético Madrid,1871.6887207,2024-02-04
Leverkusen,1866.56738281,2024-02-04
Barcelona,1862.01196289,2024-02-04
Juventus,1855.20031738,2024-02-04
Dortmund,1851.3046875,2024-02-04
Aston Villa,1844.41186523,2024-02-04
Milan,1843.38769531,2024-02-04
Tottenham,1840.43725586,2024-02-04
Real Sociedad,1815.2088623,2024-02-04
Napoli,1812.22912598,2024-02-04
RB Leipzig,1808.37939453,2024-02-04
Newcastle Utd,1803.61047363,2024-02-04
Brighton,1802.41137695,2024-02-04
West Ham,1798.87097168,2024-02-04
Girona,1798.29052734,2024-02-04
